SSID, MAC, MyLat, MyLon, MyAlt, TestLat, TestLon, TestAlt
AUC_54_R,00:25:86:cc:00:f8,32.10396303909033,35.20844384100144,691.9214773377328,32.10365113349193,35.20818644933492,693.5284770660688
tanya,14:ae:db:3a:64:05,32.102528187003614,35.20734570155965,700.1622738859833,32.102528187003614,35.20734570155965,700.1622738859833
Sveta,d0:0f:6d:f1:35:2f,32.10251814263996,35.20734901460898,698.9056862429085,32.10251814263996,35.20734901460898,698.9056862429085
LARISA,10:be:f5:39:8f:f2,32.10251814263996,35.20734901460898,698.9056862429085,32.10251814263996,35.20734901460898,698.9056862429085
netbox-550b,00:12:2a:39:2c:3c,32.10251814263996,35.20734901460898,698.9056862429085,32.10251814263996,35.20734901460898,698.9056862429085
BEZEQINT-8831,14:ae:db:43:88:35,32.10251581558651,35.207339181669674,697.993173771496,32.10251581558651,35.207339181669674,697.993173771496
Mama,14:ae:db:cb:05:f5,32.102458386443125,35.20743113335047,694.8881937656644,32.102458386443125,35.20743113335047,694.8881937656644
SGH-I337M,ec:9b:f3:26:ab:3a,32.10290232094127,35.20841917773201,698.5520522757089,32.10280900493249,35.208211488627946,697.7819011513628
Hoom_2.4,80:37:73:d7:ab:3a,32.10246378160256,35.207563401001366,694.129943277534,32.10246378160256,35.207563401001366,694.129943277534
__ery,14:ae:db:58:0d:6d,32.10258798763252,35.20759021123835,693.1085203108703,32.10258798763252,35.20759021123835,693.1085203108703
vladimir,00:0e:f4:c1:50:14,32.10263460161589,35.20757686137406,692.0341048029708,32.10263460161589,35.20757686137406,692.0341048029708
HOTFiber-3C40,a4:08:f5:20:72:6a,32.102861507686676,35.2076291986019,691.1036071541976,32.102861507686676,35.2076291986019,691.1036071541976
Biren2809,14:ae:db:cf:86:f5,32.103147609584674,35.20814477182254,691.7941043072863,32.103147609584674,35.20814477182254,691.7941043072863
SGH-I337M,ec:9b:f3:26:ab:3a,32.10290232094127,35.20841917773201,698.5520522757089,32.10280900493249,35.208211488627946,697.7819011513628
richman,a0:4f:d4:46:a9:e1,32.103254567862166,35.20776621667453,690.8153989055744,32.103254567862166,35.20776621667453,690.8153989055744
,ec:8c:a2:88:7a:17,32.10375939005184,35.207824304039484,690.4413487921157,32.10352568079576,35.20884169330544,696.8896064252822
AUC_54_R,00:25:86:cc:00:f8,32.10396303909033,35.20844384100144,691.9214773377328,32.10365113349193,35.20818644933492,693.5284770660688
KCG_54,00:25:86:cc:07:b2,32.10410016147078,35.20842792478725,703.2732684202417,32.10410016147078,35.20842792478725,703.2732684202417
,ec:8c:a2:88:7a:17,32.10375939005184,35.207824304039484,690.4413487921157,32.10352568079576,35.20884169330544,696.8896064252822
dlink,84:c9:b2:4a:e7:87,32.1044140461797,35.20788087493433,689.9496964638441,32.1044140461797,35.20788087493433,689.9496964638441
HP-Print-30-Officejet 7610,d0:bf:9c:db:31:30,32.10463176591113,35.20979574526654,698.6581892313966,32.10465458359187,35.2098436761803,695.9864142676977
ShapeDo,f8:e9:03:12:ef:3b,32.10477209848867,35.20959198198432,689.4143706947036,32.10477209848867,35.20959198198432,689.4143706947036
NIPPON_2516,08:97:58:32:a6:3e,32.10572050842588,35.2097599664662,688.5550300637956,32.10572050842588,35.2097599664662,688.5550300637956
Orange G2_4113,f8:a9:d0:66:06:4d,32.10572050842588,35.2097599664662,688.5550300637956,32.10572050842588,35.2097599664662,688.5550300637956
iagree,b2:6c:ac:9f:fb:1f,32.10459991492392,35.20974170923312,689.246606002002,32.10460470197165,35.20974686570655,695.4591440350571
Afikim-73925,00:1a:dd:f5:e9:25,32.10600248238024,35.21070454267807,688.6935415677234,32.10595770553916,35.21055454606218,688.6715462468687
Afikim-73925,00:1a:dd:f5:e9:25,32.10600248238024,35.21070454267807,688.6935415677234,32.10595770553916,35.21055454606218,688.6715462468687
PEPWAVE_C99D,00:1a:dd:f5:e9:24,32.105460466409745,35.210257453794235,689.4884991272369,32.105460466409745,35.210257453794235,689.4884991272369
Afikim-73925,00:1a:dd:f5:e9:25,32.10600248238024,35.21070454267807,688.6935415677234,32.10595770553916,35.21055454606218,688.6715462468687
Afikim-73925,00:1a:dd:f5:e9:25,32.10600248238024,35.21070454267807,688.6935415677234,32.10595770553916,35.21055454606218,688.6715462468687
PEPWAVE_C99D,00:1a:dd:f5:e9:24,32.105460466409745,35.210257453794235,689.4884991272369,32.105460466409745,35.210257453794235,689.4884991272369
TOP-SECRET,10:be:f5:36:02:e2,32.10614939016676,35.21138726608906,688.8993666020681,32.10614939016676,35.21138726608906,688.8993666020681
Police_Shomron ,f8:e7:1e:33:87:38,32.106211489963755,35.21194838735254,689.2763252871639,32.10599665063216,35.21201013351419,689.9043362150007
IT-MNG,1c:b9:c4:16:cd:18,32.105760148875554,35.21206399289527,690.460869314654,32.10448496814341,35.210913256194075,696.9822568501667
IT-MNG,1c:b9:c4:16:cd:18,32.105760148875554,35.21206399289527,690.460869314654,32.10448496814341,35.210913256194075,696.9822568501667
mati-sh1,c4:12:f5:fd:6a:74,32.10483384066018,35.21004948359021,692.7415284537185,32.10483384066018,35.21004948359021,692.7415284537185
HP-Print-30-Officejet 7610,d0:bf:9c:db:31:30,32.10463176591113,35.20979574526654,698.6581892313966,32.10465458359187,35.2098436761803,695.9864142676977
iagree,b2:6c:ac:9f:fb:1f,32.10459991492392,35.20974170923312,689.246606002002,32.10460470197165,35.20974686570655,695.4591440350571
ShapeDo,f8:e9:03:12:ef:3b,32.10477209848867,35.20959198198432,689.4143706947036,32.10477209848867,35.20959198198432,689.4143706947036
TP-LINK_ADD150,74:ea:3a:ad:d1:50,32.10424100423972,35.20937888431436,690.0442999025211,32.10372518044137,35.20937447710911,690.0337546152826
artsim,a2:6c:ac:a0:18:29,32.103475821645674,35.209250917600826,690.5389225739411,32.103666322911735,35.20929375541751,689.7993843417348
AUC_54_R,00:25:86:cc:00:f8,32.10396303909033,35.20844384100144,691.9214773377328,32.10365113349193,35.20818644933492,693.5284770660688
YICarCam_fb687a,58:70:c6:fb:68:7a,32.104362677361316,35.20927746779735,692.9954485022049,32.104362677361316,35.20927746779735,692.9954485022049
Ariel_University,ec:8c:a2:26:d3:68,32.10417654566442,35.20910903147308,690.655000359586,32.103575995623714,35.20962973020742,695.159509202454
Ariel_University,ec:8c:a2:26:d3:68,32.10417654566442,35.20910903147308,690.655000359586,32.103575995623714,35.20962973020742,695.159509202454
AUC_54_R,00:25:86:cc:00:f8,32.10396303909033,35.20844384100144,691.9214773377328,32.10365113349193,35.20818644933492,693.5284770660688
AUC_54_R,00:25:86:cc:00:f8,32.10396303909033,35.20844384100144,691.9214773377328,32.10365113349193,35.20818644933492,693.5284770660688
PEPWAVE_C99D,00:1a:dd:f5:e9:24,32.105460466409745,35.210257453794235,689.4884991272369,32.105460466409745,35.210257453794235,689.4884991272369
Biren2809,14:ae:db:cf:86:f5,32.103147609584674,35.20814477182254,691.7941043072863,32.103147609584674,35.20814477182254,691.7941043072863
Afikim-73925,00:1a:dd:f5:e9:25,32.10600248238024,35.21070454267807,688.6935415677234,32.10595770553916,35.21055454606218,688.6715462468687
HelpDesk,f8:d1:11:77:77:c6,32.10312786632739,35.20867178295147,691.6211133041038,32.10330224808406,35.20905015901779,695.6068297375634
HelpDesk,f8:d1:11:77:77:c6,32.10312786632739,35.20867178295147,691.6211133041038,32.10330224808406,35.20905015901779,695.6068297375634
AUC_4_2_24,d8:5d:4c:9e:69:22,32.10328061212228,35.20940499355764,696.9148010018778,32.10319110162641,35.20924847562003,700.552705808071
Bezeq Free,62:ab:1b:60:b4:cb,32.10235461935297,35.209253407888326,697.8791798480889,32.10229150012595,35.20941406778017,696.4982250213513
DIRECT-F4-HP DeskJet 3630 series,a0:8c:fd:0a:d5:f5,32.10209448288765,35.20925898131675,696.937402944047,32.10213233620311,35.209192760118185,694.882393120926
DIRECT-F4-HP DeskJet 3630 series,a0:8c:fd:0a:d5:f5,32.10209448288765,35.20925898131675,696.937402944047,32.10213233620311,35.209192760118185,694.882393120926
Bezeq Free,62:ab:1b:60:b4:cb,32.10235461935297,35.209253407888326,697.8791798480889,32.10229150012595,35.20941406778017,696.4982250213513
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
lab_6.1.3,c4:12:f5:f6:a0:18,32.10255514907722,35.209972877385134,697.005267400709,32.10256941895993,35.20997179172782,695.1230382033555
lab_6.1.3,c4:12:f5:f6:a0:18,32.10255514907722,35.209972877385134,697.005267400709,32.10256941895993,35.20997179172782,695.1230382033555
DIRECT-47-HP DeskJet 3630 series,30:e1:71:0f:a2:49,32.10263817156114,35.20987677611506,693.8391299561987,32.102638171561146,35.20987677611507,693.8391299561988
DIRECT-3B-HP DeskJet 3630 series,3c:52:82:ef:c4:3c,32.10312797604958,35.20973681978768,699.1815540736912,32.103112658795794,35.20972713062699,698.4515190271773
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
AUC_4_2_24,d8:5d:4c:9e:69:22,32.10328061212228,35.20940499355764,696.9148010018778,32.10319110162641,35.20924847562003,700.552705808071
DIRECT-8A-HP DeskJet 3630 series,3c:52:82:ef:a4:8b,32.10377344097353,35.21013482043957,699.0985950915649,32.10377344097352,35.21013482043957,699.0985950915649
HP-Print-4b-LaserJet 400,08:ed:b9:3d:8f:4b,32.1049280958924,35.21028241262848,722.9373547253995,32.1049280958924,35.21028241262848,722.9373547253995
Cartiheal,00:11:6b:2a:90:3c,32.104597947523686,35.2097224473331,708.9821975091005,32.10492080273792,35.20973323805968,703.1072222548489
CliClap,90:6c:ac:9f:f1:c5,32.10432787109738,35.20944039333655,718.4184377798202,32.10432787109738,35.20944039333655,718.4184377798202
HP-Print-30-Officejet 7610,d0:bf:9c:db:31:30,32.10463176591113,35.20979574526654,698.6581892313966,32.10465458359187,35.2098436761803,695.9864142676977
Ariel_University,ec:8c:a2:26:d3:68,32.10417654566442,35.20910903147308,690.655000359586,32.103575995623714,35.20962973020742,695.159509202454
Ariel_University,ec:8c:a2:26:d3:68,32.10417654566442,35.20910903147308,690.655000359586,32.103575995623714,35.20962973020742,695.159509202454
KCG_54,00:25:86:cc:07:b2,32.10410016147078,35.20842792478725,703.2732684202417,32.10410016147078,35.20842792478725,703.2732684202417
CliClap,90:6c:ac:9f:f1:c5,32.10432787109738,35.20944039333655,718.4184377798202,32.10432787109738,35.20944039333655,718.4184377798202
iagree,b2:6c:ac:9f:fb:1f,32.10459991492392,35.20974170923312,689.246606002002,32.10460470197165,35.20974686570655,695.4591440350571
SGH-I337M,ec:9b:f3:26:ab:3a,32.10290232094127,35.20841917773201,698.5520522757089,32.10280900493249,35.208211488627946,697.7819011513628
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
DIRECT-F4-HP DeskJet 3630 series,a0:8c:fd:0a:d5:f5,32.10209448288765,35.20925898131675,696.937402944047,32.10213233620311,35.209192760118185,694.882393120926
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
HP-Print-30-Officejet 7610,d0:bf:9c:db:31:30,32.10463176591113,35.20979574526654,698.6581892313966,32.10465458359187,35.2098436761803,695.9864142676977
iagree,b2:6c:ac:9f:fb:1f,32.10459991492392,35.20974170923312,689.246606002002,32.10460470197165,35.20974686570655,695.4591440350571
DIRECT-B1-HP DeskJet 3830 series,70:5a:0f:57:04:17,32.10474846,35.21005988,687.0,32.10474846,35.21005988,687.0
HP-Print-30-Officejet 7610,d0:bf:9c:db:31:30,32.10463176591113,35.20979574526654,698.6581892313966,32.10465458359187,35.2098436761803,695.9864142676977
iagree,b2:6c:ac:9f:fb:1f,32.10459991492392,35.20974170923312,689.246606002002,32.10460470197165,35.20974686570655,695.4591440350571
TP-LINK_ADD150,74:ea:3a:ad:d1:50,32.10424100423972,35.20937888431436,690.0442999025211,32.10372518044137,35.20937447710911,690.0337546152826
ShapeDo,f8:e9:03:12:ef:3b,32.10477209848867,35.20959198198432,689.4143706947036,32.10477209848867,35.20959198198432,689.4143706947036
restore,b2:6c:ac:a0:18:29,32.103787136097495,35.20911580024808,687.9518351951255,32.103787136097495,35.20911580024808,687.9518351951255
artsim,a2:6c:ac:a0:18:29,32.103475821645674,35.209250917600826,690.5389225739411,32.103666322911735,35.20929375541751,689.7993843417348
Ariel_University,ec:8c:a2:26:d3:68,32.10417654566442,35.20910903147308,690.655000359586,32.103575995623714,35.20962973020742,695.159509202454
Ariel_University,ec:8c:a2:26:d3:68,32.10417654566442,35.20910903147308,690.655000359586,32.103575995623714,35.20962973020742,695.159509202454
Ariel_University,ec:8c:a2:26:d3:68,32.10417654566442,35.20910903147308,690.655000359586,32.103575995623714,35.20962973020742,695.159509202454
DIRECT-61-HP DeskJet 3630 series,30:e1:71:0d:e0:63,32.10344387114629,35.20981544902514,704.6062018346582,32.103471198035294,35.209580713569906,701.3552995474666
DIRECT-61-HP DeskJet 3630 series,30:e1:71:0d:e0:63,32.10344387114629,35.20981544902514,704.6062018346582,32.103471198035294,35.209580713569906,701.3552995474666
HelpDesk,f8:d1:11:77:77:c6,32.10312786632739,35.20867178295147,691.6211133041038,32.10330224808406,35.20905015901779,695.6068297375634
Bezeq Free,62:ab:1b:60:b4:cb,32.10235461935297,35.209253407888326,697.8791798480889,32.10229150012595,35.20941406778017,696.4982250213513
DIRECT-F4-HP DeskJet 3630 series,a0:8c:fd:0a:d5:f5,32.10209448288765,35.20925898131675,696.937402944047,32.10213233620311,35.209192760118185,694.882393120926
SETUP,7e:ff:30:08:7f:bd,32.10241537,35.208865,688.0,32.10241537,35.208865,688.0
DIRECT-F4-HP DeskJet 3630 series,a0:8c:fd:0a:d5:f5,32.10209448288765,35.20925898131675,696.937402944047,32.10213233620311,35.209192760118185,694.882393120926
HelpDesk,f8:d1:11:77:77:c6,32.10312786632739,35.20867178295147,691.6211133041038,32.10330224808406,35.20905015901779,695.6068297375634
lab_6.1.3,c4:12:f5:f6:a0:18,32.10255514907722,35.209972877385134,697.005267400709,32.10256941895993,35.20997179172782,695.1230382033555
DIRECT-F4-HP DeskJet 3630 series,a0:8c:fd:0a:d5:f5,32.10209448288765,35.20925898131675,696.937402944047,32.10213233620311,35.209192760118185,694.882393120926
Bezeq Free,62:ab:1b:60:b4:cb,32.10235461935297,35.209253407888326,697.8791798480889,32.10229150012595,35.20941406778017,696.4982250213513
Malibu,10:0d:7f:7c:90:0a,32.1020859,35.20993739,692.0,32.1020859,35.20993739,692.0
klyn,d0:d4:12:68:5b:ca,32.1020859,35.20993739,692.0,32.1020859,35.20993739,692.0
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
TP-LINK_D59886,e8:94:f6:d5:98:86,32.10225656,35.21001902,692.0,32.10225656,35.21001902,692.0
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
DIRECT-47-HP DeskJet 3630 series,30:e1:71:0f:a2:49,32.10263817156114,35.20987677611506,693.8391299561987,32.102638171561146,35.20987677611507,693.8391299561988
DIRECT-47-HP DeskJet 3630 series,30:e1:71:0f:a2:49,32.10263817156114,35.20987677611506,693.8391299561987,32.102638171561146,35.20987677611507,693.8391299561988
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
DIRECT-61-HP DeskJet 3630 series,30:e1:71:0d:e0:63,32.10344387114629,35.20981544902514,704.6062018346582,32.103471198035294,35.209580713569906,701.3552995474666
AUC_4_2_24,d8:5d:4c:9e:69:22,32.10328061212228,35.20940499355764,696.9148010018778,32.10319110162641,35.20924847562003,700.552705808071
DIRECT-8A-HP DeskJet 3630 series,3c:52:82:ef:a4:8b,32.10377344097353,35.21013482043957,699.0985950915649,32.10377344097352,35.21013482043957,699.0985950915649
lab_6.1.3,c4:12:f5:f6:a0:18,32.10255514907722,35.209972877385134,697.005267400709,32.10256941895993,35.20997179172782,695.1230382033555
BezeqNGN_009030_2.4GHz_1,3c:1e:04:05:5f:f5,32.10427768945722,35.21140688710281,701.7264123572375,32.10427768945722,35.21140688710281,701.7264123572375
HP-Print-30-Officejet 7610,d0:bf:9c:db:31:30,32.10463176591113,35.20979574526654,698.6581892313966,32.10465458359187,35.2098436761803,695.9864142676977
HP-Print-30-Officejet 7610,d0:bf:9c:db:31:30,32.10463176591113,35.20979574526654,698.6581892313966,32.10465458359187,35.2098436761803,695.9864142676977
YICarCam_fb9630,58:70:c6:fb:96:30,32.10473133,35.21000489,687.0,32.10473133,35.21000489,687.0
HP-Print-30-Officejet 7610,d0:bf:9c:db:31:30,32.10463176591113,35.20979574526654,698.6581892313966,32.10465458359187,35.2098436761803,695.9864142676977
iagree,b2:6c:ac:9f:fb:1f,32.10459991492392,35.20974170923312,689.246606002002,32.10460470197165,35.20974686570655,695.4591440350571
TP-LINK_ADD150,74:ea:3a:ad:d1:50,32.10424100423972,35.20937888431436,690.0442999025211,32.10372518044137,35.20937447710911,690.0337546152826
Cartiheal,00:11:6b:2a:90:3c,32.104597947523686,35.2097224473331,708.9821975091005,32.10492080273792,35.20973323805968,703.1072222548489
DIRECT-61-HP DeskJet 3630 series,30:e1:71:0d:e0:63,32.10344387114629,35.20981544902514,704.6062018346582,32.103471198035294,35.209580713569906,701.3552995474666
TP-LINK_ADD150,74:ea:3a:ad:d1:50,32.10424100423972,35.20937888431436,690.0442999025211,32.10372518044137,35.20937447710911,690.0337546152826
Ariel_University,ec:8c:a2:26:d3:68,32.10417654566442,35.20910903147308,690.655000359586,32.103575995623714,35.20962973020742,695.159509202454
SGH-I337M,ec:9b:f3:26:ab:3a,32.10290232094127,35.20841917773201,698.5520522757089,32.10280900493249,35.208211488627946,697.7819011513628
Bezeq Free,62:ab:1b:60:b4:cb,32.10235461935297,35.209253407888326,697.8791798480889,32.10229150012595,35.20941406778017,696.4982250213513
Bezeq Free,62:ab:1b:60:b4:cb,32.10235461935297,35.209253407888326,697.8791798480889,32.10229150012595,35.20941406778017,696.4982250213513
lab_6.1.3,c4:12:f5:f6:a0:18,32.10255514907722,35.209972877385134,697.005267400709,32.10256941895993,35.20997179172782,695.1230382033555
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
lab_6.1.3,c4:12:f5:f6:a0:18,32.10255514907722,35.209972877385134,697.005267400709,32.10256941895993,35.20997179172782,695.1230382033555
DIRECT-3B-HP DeskJet 3630 series,3c:52:82:ef:c4:3c,32.10312797604958,35.20973681978768,699.1815540736912,32.103112658795794,35.20972713062699,698.4515190271773
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
lab_6.1.3,c4:12:f5:f6:a0:18,32.10255514907722,35.209972877385134,697.005267400709,32.10256941895993,35.20997179172782,695.1230382033555
iagree,b2:6c:ac:9f:fb:1f,32.10459991492392,35.20974170923312,689.246606002002,32.10460470197165,35.20974686570655,695.4591440350571
iagree,b2:6c:ac:9f:fb:1f,32.10459991492392,35.20974170923312,689.246606002002,32.10460470197165,35.20974686570655,695.4591440350571
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
AUC_4_2_24,d8:5d:4c:9e:69:22,32.10328061212228,35.20940499355764,696.9148010018778,32.10319110162641,35.20924847562003,700.552705808071
Bezeq Free,62:ab:1b:60:b4:cb,32.10235461935297,35.209253407888326,697.8791798480889,32.10229150012595,35.20941406778017,696.4982250213513
DIRECT-F4-HP DeskJet 3630 series,a0:8c:fd:0a:d5:f5,32.10209448288765,35.20925898131675,696.937402944047,32.10213233620311,35.209192760118185,694.882393120926
DIRECT-F4-HP DeskJet 3630 series,a0:8c:fd:0a:d5:f5,32.10209448288765,35.20925898131675,696.937402944047,32.10213233620311,35.209192760118185,694.882393120926
DIRECT-F4-HP DeskJet 3630 series,a0:8c:fd:0a:d5:f5,32.10209448288765,35.20925898131675,696.937402944047,32.10213233620311,35.209192760118185,694.882393120926
Bezeq Free,62:ab:1b:60:b4:cb,32.10235461935297,35.209253407888326,697.8791798480889,32.10229150012595,35.20941406778017,696.4982250213513
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
AUC_4_2_24,d8:5d:4c:9e:69:22,32.10328061212228,35.20940499355764,696.9148010018778,32.10319110162641,35.20924847562003,700.552705808071
DIRECT-61-HP DeskJet 3630 series,30:e1:71:0d:e0:63,32.10344387114629,35.20981544902514,704.6062018346582,32.103471198035294,35.209580713569906,701.3552995474666
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
BezeqNGN_009030_2.4GHz_1,3c:1e:04:05:5f:f5,32.10427768945722,35.21140688710281,701.7264123572375,32.10427768945722,35.21140688710281,701.7264123572375
artsim,a2:6c:ac:a0:18:29,32.103475821645674,35.209250917600826,690.5389225739411,32.103666322911735,35.20929375541751,689.7993843417348
HP-Print-30-Officejet 7610,d0:bf:9c:db:31:30,32.10463176591113,35.20979574526654,698.6581892313966,32.10465458359187,35.2098436761803,695.9864142676977
TP-LINK_ADD150,74:ea:3a:ad:d1:50,32.10424100423972,35.20937888431436,690.0442999025211,32.10372518044137,35.20937447710911,690.0337546152826
restore,b2:6c:ac:a0:18:29,32.103787136097495,35.20911580024808,687.9518351951255,32.103787136097495,35.20911580024808,687.9518351951255
HelpDesk,f8:d1:11:77:77:c6,32.10312786632739,35.20867178295147,691.6211133041038,32.10330224808406,35.20905015901779,695.6068297375634
artsim,a2:6c:ac:a0:18:29,32.103475821645674,35.209250917600826,690.5389225739411,32.103666322911735,35.20929375541751,689.7993843417348
TP-LINK_ADD150,74:ea:3a:ad:d1:50,32.10424100423972,35.20937888431436,690.0442999025211,32.10372518044137,35.20937447710911,690.0337546152826
lab_6.1.3,c4:12:f5:f6:a0:18,32.10255514907722,35.209972877385134,697.005267400709,32.10256941895993,35.20997179172782,695.1230382033555
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
DIRECT-3B-HP DeskJet 3630 series,3c:52:82:ef:c4:3c,32.10312797604958,35.20973681978768,699.1815540736912,32.103112658795794,35.20972713062699,698.4515190271773
AUC_4_2_24,d8:5d:4c:9e:69:22,32.10328061212228,35.20940499355764,696.9148010018778,32.10319110162641,35.20924847562003,700.552705808071
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
DIRECT-3B-HP DeskJet 3630 series,3c:52:82:ef:c4:3c,32.10312797604958,35.20973681978768,699.1815540736912,32.103112658795794,35.20972713062699,698.4515190271773
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
DIRECT-61-HP DeskJet 3630 series,30:e1:71:0d:e0:63,32.10344387114629,35.20981544902514,704.6062018346582,32.103471198035294,35.209580713569906,701.3552995474666
DIRECT-61-HP DeskJet 3630 series,30:e1:71:0d:e0:63,32.10344387114629,35.20981544902514,704.6062018346582,32.103471198035294,35.209580713569906,701.3552995474666
DIRECT-8A-HP DeskJet 3630 series,3c:52:82:ef:a4:8b,32.10377344097353,35.21013482043957,699.0985950915649,32.10377344097352,35.21013482043957,699.0985950915649
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
KCG-ADSL,00:1d:aa:81:d8:3c,32.10291093520194,35.20974051783082,701.4961080922309,32.10285315496636,35.209783323477055,703.7357989539665
lab_6.1.3,c4:12:f5:f6:a0:18,32.10255514907722,35.209972877385134,697.005267400709,32.10256941895993,35.20997179172782,695.1230382033555
